dataset,fold,seed,split,arm,display,recording,uid,node_index,identity,target_slot,prediction_slot,rank,correct,target_probability,dustbin_top1,hungarian_prediction_slot,hungarian_correct
atanas,0,42,test,geometry_only,w/o Activity,train__2022-08-02-01__17852669.npz,2022-08-02-01,146,URYDL,147,103,13,0,0.0010466619860380888,1,97,0
atanas,0,42,test,geometry_only,w/o Activity,train__2022-08-02-01__17852669.npz,2022-08-02-01,147,IL1L,70,117,12,0,0.004949688445776701,0,117,0
atanas,0,42,test,geometry_only,w/o Activity,train__2022-08-02-01__17852669.npz,2022-08-02-01,149,AVEL,37,46,3,0,0.10753653943538666,1,46,0
atanas,0,42,test,geometry_only,w/o Activity,train__2022-08-02-01__17852669.npz,2022-08-02-01,150,OLQDL,93,145,9,0,0.0005046101287007332,1,22,0
atanas,0,42,test,geometry_only,w/o Activity,train__2022-08-02-01__17852669.npz,2022-08-02-01,151,SAADL,125,114,19,0,0.007027040235698223,0,114,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,1,M5,85,124,3,0,0.225241556763649,0,0,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,3,AVER,38,32,2,0,0.21983841061592102,0,32,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,4,RIH,106,57,4,0,0.0736793577671051,0,96,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,5,URYVL,149,149,1,1,0.21704216301441193,0,149,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,8,RMDDR,114,30,5,0,0.0641600489616394,0,7,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,10,RMDL,115,45,19,0,0.0013825527857989073,0,106,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,11,RIBL,99,108,15,0,0.010857771150767803,1,13,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,12,SMDVL,137,48,30,0,0.0009116407600231469,0,31,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,14,M3R,83,71,2,0,0.17093397676944733,0,71,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,18,RMED,119,103,2,0,0.17498336732387543,0,103,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,20,URXL,145,97,26,0,0.0011086496524512768,0,97,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,22,ADEL,2,151,16,0,0.001128531526774168,1,151,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,25,RMDDL,113,114,7,0,0.03241006284952164,0,114,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,29,MCL,86,86,1,1,0.6220951676368713,0,86,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,32,ASKR,28,4,48,0,3.1313258659793064e-05,0,4,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,35,AUAL,29,12,42,0,3.4582283205963904e-06,0,12,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,38,AVAR,32,138,7,0,0.04753001779317856,0,138,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,39,AIZL,14,108,50,0,0.0003992756537627429,1,108,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,40,RIVR,112,111,6,0,0.06377542018890381,0,111,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,41,RID,103,137,6,0,0.02035674825310707,0,127,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,43,I2L,62,62,1,1,0.42834436893463135,0,62,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,44,RMDVL,117,52,26,0,0.001808206900022924,0,52,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,45,IL2DR,75,74,2,0,0.14221204817295074,0,74,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,46,SMDVR,138,55,3,0,0.10859205573797226,0,55,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,47,AIBR,7,30,2,0,0.18568585813045502,0,30,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,49,IL1DL,68,91,2,0,0.1040806844830513,0,91,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,53,NSMR,90,90,1,1,0.28846195340156555,0,90,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,54,RICL,101,8,21,0,0.002048363210633397,1,8,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,56,RICR,102,1,5,0,0.047431983053684235,0,17,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,57,IL1VL,72,73,6,0,0.036702509969472885,0,73,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,58,MCR,87,87,1,1,0.2772873640060425,0,87,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,59,ALA,16,137,24,0,0.0009353571804240346,0,137,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,64,AVJL,41,107,44,0,0.0004938222118653357,0,107,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,68,M1,80,80,1,1,0.2525233328342438,0,80,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,70,URXR,146,145,7,0,0.03771476447582245,0,145,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,71,URYDR,148,93,5,0,0.05232192948460579,0,93,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,72,CEPDL,54,48,32,0,0.0010879967594519258,0,48,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,73,RIMR,108,102,4,0,0.08446687459945679,0,102,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,74,AVJR,42,42,1,1,0.2460983246564865,0,42,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,75,AVL,45,56,20,0,0.0005746938404627144,0,56,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,76,OLLR,92,148,4,0,0.05076353996992111,0,148,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,77,I1R,61,61,1,1,0.7615025043487549,0,61,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,82,MI,88,88,1,1,0.28897613286972046,0,88,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,83,OLQDR,94,119,3,0,0.13799072802066803,0,119,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,85,AWCL,50,45,41,0,1.7787899196264334e-05,0,45,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,86,AVEL,37,129,8,0,0.042327042669057846,1,129,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,87,M3L,82,82,1,1,0.4999750256538391,0,82,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,88,AVHL,39,99,20,0,0.009301609359681606,0,99,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,89,URYDL,147,143,13,0,0.003539628814905882,0,143,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,90,RIVL,111,41,4,0,0.07799885421991348,0,41,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,91,RIR,109,116,26,0,0.0016087157418951392,0,116,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,92,I2R,63,77,3,0,0.07499918341636658,0,77,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,93,OLQVL,95,56,2,0,0.17877867817878723,0,150,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,94,I3,64,84,2,0,0.28381824493408203,0,64,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,95,M4,84,84,1,1,0.2901481091976166,0,84,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,96,OLQDL,93,120,3,0,0.05772188678383827,0,120,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,98,RMEL,120,95,12,0,0.008482969366014004,0,95,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,99,RIAR,98,146,11,0,0.011302112601697445,0,146,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,100,AIZR,15,102,3,0,0.1105206161737442,0,59,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,101,AWAL,46,6,4,0,0.08086147159337997,0,6,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,103,AIBL,6,114,6,0,0.03398985415697098,1,113,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,104,ADER,3,44,7,0,0.026842940598726273,0,1,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,105,OLLL,91,70,3,0,0.11431892961263657,0,70,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,106,AVDL,35,101,5,0,0.057387832552194595,0,101,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,107,NSML,89,89,1,1,0.35865792632102966,0,89,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,108,FLPL,58,8,25,0,0.0023285425268113613,1,66,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,109,ASGL,20,18,4,0,0.09611918777227402,0,18,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,110,IL1DR,69,69,1,1,0.23061808943748474,0,69,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,111,IL1L,70,76,5,0,0.03862018883228302,0,76,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,115,RIAL,97,31,10,0,0.023060442879796028,0,37,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,117,I6,67,2,4,0,0.13725607097148895,0,2,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,120,ADAL,0,124,2,0,0.11687973886728287,1,124,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,121,AVDR,36,15,2,0,0.17231562733650208,0,15,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,122,IL1VR,73,90,2,0,0.17170709371566772,1,83,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,123,ASKL,27,111,26,0,0.00036877236561849713,0,39,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,127,CEPVL,56,57,3,0,0.1613856703042984,0,57,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,129,AVAL,31,115,13,0,0.007580336183309555,0,115,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,131,AWBL,48,22,3,0,0.1135847419500351,0,22,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,132,I1L,60,60,1,1,0.8209894895553589,0,60,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,133,IL1R,71,75,19,0,0.000346054119290784,0,75,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,134,OLQVR,96,121,6,0,0.017331551760435104,0,121,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,136,CEPDR,55,54,5,0,0.05804215744137764,0,54,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-05-01__356f8927.npz,2023-01-05-01,137,I4,65,67,19,0,0.0008577771950513124,0,67,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,1,CEPDL,54,103,2,0,0.3392385244369507,0,103,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,5,FLPL,58,58,1,1,0.33669084310531616,0,101,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,6,NSML,89,89,1,1,0.4202320873737335,0,89,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,7,URAVL,141,78,2,0,0.267919659614563,0,78,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,8,AIBR,7,38,2,0,0.20917505025863647,0,38,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,9,RMDVL,117,117,1,1,0.3545461595058441,0,117,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,10,RIVL,111,111,1,1,0.33893778920173645,0,111,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,11,I2R,63,63,1,1,0.49135568737983704,0,63,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,12,URYDR,148,148,1,1,0.2462102621793747,0,148,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,14,RICR,102,102,1,1,0.30483153462409973,0,102,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,15,AWAL,46,46,1,1,0.35202282667160034,0,46,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,16,AIBL,6,6,1,1,0.4110682010650635,0,6,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,19,ASGR,21,21,1,1,0.21348555386066437,0,21,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,20,AVJR,42,36,2,0,0.2056206613779068,0,36,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,21,AINR,11,11,1,1,0.2290874570608139,0,11,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,22,M4,84,84,1,1,0.4710915982723236,0,84,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,23,I1R,61,61,1,1,0.760071337223053,0,61,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,24,URADL,139,139,1,1,0.3729398548603058,0,139,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,27,SAADR,126,114,18,0,0.004189305938780308,0,114,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,28,SAAVR,128,128,1,1,0.38112306594848633,0,128,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,29,AWBR,49,47,2,0,0.16936492919921875,0,47,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,31,IL2L,76,76,1,1,0.2831183075904846,0,76,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,32,IL2R,77,77,1,1,0.5207751989364624,0,77,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,34,M3L,82,82,1,1,0.5607935190200806,0,82,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,36,AIZR,15,108,4,0,0.07194552570581436,0,30,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,38,SAAVL,127,137,2,0,0.2207271307706833,0,137,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,40,M5,85,85,1,1,0.6148172616958618,0,85,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,41,RMDDR,114,108,7,0,0.03995098918676376,0,108,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,42,I1L,60,60,1,1,0.5777028799057007,0,60,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,43,RMDVR,118,118,1,1,0.5072770118713379,0,118,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,44,AVEL,37,37,1,1,0.3554784059524536,0,37,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,45,AUAL,29,29,1,1,0.33304354548454285,0,29,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,50,SMDDR,136,57,9,0,0.006316205020993948,0,57,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,53,ASER,19,19,1,1,0.21336312592029572,0,19,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,55,M3R,83,83,1,1,0.5474500060081482,0,83,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,56,CEPVL,56,95,3,0,0.16433697938919067,0,95,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,57,RMEL,120,147,3,0,0.12446091324090958,0,147,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,58,URBR,144,77,5,0,0.10217615962028503,0,71,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,59,ASIR,25,42,7,0,0.027102377265691757,0,42,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,60,ADER,3,1,3,0,0.22086991369724274,0,1,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,61,IL1VR,73,73,1,1,0.5618553161621094,0,73,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,62,I2L,62,62,1,1,0.4222515821456909,0,62,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,63,OLLR,92,92,1,1,0.29848775267601013,0,92,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,66,ADAL,0,0,1,1,0.35879746079444885,0,0,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,69,ADLR,5,138,3,0,0.15156355500221252,0,138,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,71,RMDL,115,115,1,1,0.41018280386924744,0,115,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,72,ADEL,2,58,2,0,0.3154045343399048,0,58,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,73,RMER,121,121,1,1,0.290487140417099,0,121,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,74,SMDDL,135,56,10,0,0.005810033064335585,0,56,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,75,AVAL,31,127,4,0,0.17575351893901825,0,127,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,76,IL1DR,69,69,1,1,0.2423783391714096,0,69,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,80,IL1R,71,71,1,1,0.35437628626823425,0,144,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,82,AIZL,14,14,1,1,0.2863265872001648,0,14,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,83,URYVR,150,96,2,0,0.3631904721260071,0,96,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,84,ASEL,18,18,1,1,0.2882070243358612,0,18,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,85,URBL,143,143,1,1,0.21448254585266113,0,143,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,87,AWBL,48,48,1,1,0.26378849148750305,0,48,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,88,M1,80,80,1,1,0.6646897792816162,0,80,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,90,RICL,101,101,1,1,0.33187517523765564,0,107,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,91,RMGL,124,0,2,0,0.3748819828033447,0,124,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,92,I3,64,88,2,0,0.3505389094352722,0,64,1
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,95,AWAR,47,49,2,0,0.2776663899421692,0,49,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,96,RIAL,97,145,4,0,0.025464165955781937,0,145,0
atanas,0,42,test,geometry_only,w/o Activity,train__2023-01-13-07__0ba838bb.npz,2023-01-13-07,98,NSMR,90,90,1,1,0.4674358069896698,0,90,1
